name,personality,environmentalImpact,loan_amount,capital,income,monthlyExpenses,numberOfKids,homeMortgage,hasStudentLoan,monthly_surplus,interest,months,score_totalProfit,score_happynessScore,score_environmentalImpact,score_totalScore,mapName
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,108,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,120,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,132,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,144,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,156,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,168,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,180,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,192,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,204,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,216,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,228,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,240,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,252,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,264,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,276,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,288,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,300,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,312,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,324,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,336,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,348,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,360,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,0,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,12,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,24,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,36,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,48,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,60,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,72,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,84,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,96,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,108,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,120,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,132,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,144,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,156,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,168,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,180,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,192,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,204,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,216,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,228,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,240,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,252,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,264,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,276,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,288,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,300,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,312,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,324,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,336,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,348,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.04,360,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,0,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,12,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,24,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,36,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,48,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,60,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,72,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,84,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,96,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,108,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,120,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,132,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,144,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,156,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,168,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,180,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,192,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,204,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,216,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,228,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,240,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,252,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,264,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,276,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,288,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,300,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,312,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,324,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,336,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,348,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.05,360,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,0,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,12,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,24,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,36,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,48,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,60,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,72,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,84,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,96,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,108,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,120,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,132,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,144,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,156,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,168,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,180,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,192,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,204,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,216,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,228,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,240,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,252,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,264,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,276,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,288,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,300,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,312,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,324,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,336,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,348,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.1,360,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,0,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,12,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,24,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,36,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,48,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,60,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,72,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,84,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,96,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,108,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,120,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,132,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,144,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,156,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,168,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,180,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,192,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,204,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,216,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,228,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,240,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,252,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,264,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,276,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,288,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,300,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,312,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,324,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,336,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,348,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.2,360,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,0,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,12,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,24,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,36,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,48,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,60,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,72,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,84,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,96,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,108,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,120,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,132,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,144,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,156,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,168,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,180,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,192,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,204,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,216,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,228,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,240,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,252,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,264,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,276,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,288,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,300,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,312,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,324,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,336,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,348,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,1e+17,360,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,0,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,12,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,24,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,36,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,48,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,60,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,72,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,84,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,96,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,108,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,120,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,132,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,144,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,156,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,168,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,180,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,192,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,204,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,216,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,228,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,240,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,252,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,264,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,276,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,288,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,300,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,312,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,324,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,336,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,348,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.001,360,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.01,0,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.01,12,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.01,24,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.01,36,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.01,48,0,0,0,0,Almhult
Patrick Hickle,Spontaneous,46400,8956700,388500,4100,62200,0,7913600,True,-125046.66666666667,0.01,60,0,0,0,0,Almhult
